Country,Region,Maker,"First Fursuit Social Media Post",Link,Suits Added: 838/855 - 99% Complete (132 Suits Remaining),No of Suits,Suits Added,Completed By
United States,Illinois,Shengoh,,Shengoh,https://www.furaffinity.net/user/shengoh/,65,Complete,Ricotiger
Russia,Unknown,Shkaff,,Shkaff,https://www.furaffinity.net/user/Shkaff29,51,Complete,Ricotiger
United States,Maryland,Shock Collar Studios,,Shock Collar Studios,https://shockcollar.webs.com/,7,Complete,Ricotiger
United States,Texas,Showreel Studios,,Showreel Studios,https://www.furaffinity.net/user/showreelstudios,5,Complete,Ricotiger
Finland,Unknown,Shuntorizzy,,Shuntorizzy,http://www.furaffinity.net/user/shuntorizzy/,13,Complete,Ricotiger
Italy,Milano,Silent Howl,,Silent Howl,https://www.furaffinity.net/user/silenthowl/,11,Complete,Ricotiger
Poland,Unknown,Silvena Handmade,,Silvena Handmade,http://silvenahandmade.com/,25,Complete,Shooter
United States,New Jersey,Silver Sky Studio,,Silver Sky Studio,https://www.furaffinity.net/user/silverskystudio,3,Broken Link,Bon
United States,Unknown,Silverfang,,Silverfang,https://www.furaffinity.net/user/silverfangfluffball/,5,Complete,Shooter
United States,Colorado,Sironafur Creations,,Sironafur Creations,https://www.sironafurcreations.com/,5,Complete,Ricotiger
United States,Unknown,Skookum,,Skookum,https://www.furaffinity.net/user/skookum/,12,Complete,Ricotiger
Germany,Unknown,Sky Hawk Cosplay,,Sky Hawk Cosplay,https://twitter.com/skyhawkcosplay,2,Complete,Shooter
Australia,Unknown,Skyehigh Studios,,Skyehigh Studios,https://www.furaffinity.net/user/skyehighstudios,28,Complete,Ricotiger
United States,Unknown,Skypro Costumes,,Skypro Costumes,https://www.skyprocostumes.com/,24,Complete,Ricotiger
United States,Delaware,Slap Happy Bunny,,Slap Happy Bunny,https://www.furaffinity.net/user/slaphappybunny/,7,Complete,Ricotiger
Denmark,Jylland,SmolShepSuits,,SmolShepSuits,https://twitter.com/HowDoUKnoMyName,6,Complete,Shooter
Canada,Alberta,Snow Covered Yote,,Snow Covered Yote,https://twitter.com/PordzMoose,1,Complete,Shooter
United Kingdom,Unknown,Snow Gryphon Suits,,Snow Gryphon Suits,https://snowgryphonsuits.com/,38,Complete,Ricotiger
United States,Michigan,Snow Leopard Creations,,Snow Leopard Creations,https://www.snowleopardcreations.com/,9,Complete,Ricotiger
United States,Maryland,Soapdish,,Soapdish,http://www.furaffinity.net/user/soapdish/,6,Complete,Ricotiger
United States,Florida,Sogertone,,Sogertone,https://twitter.com/sogertone/media,3,,
United States,California,Solemn Vulpine,,Solemn Vulpine,https://www.furaffinity.net/user/SolemnVulpine,4,Complete,Ricotiger
United States,Delaware,Sonartoo,,Sonartoo,http://www.furaffinity.net/user/sonartoo/,16,Complete,Ricotiger
United States,Unknown,Soul Bound Fursuits,,Soul Bound Fursuits,https://www.deviantart.com/soulboundfursuits,5,Complete,Ricotiger
Germany,Unknown,Soul Creations,,Soul Creations,http://www.furaffinity.net/user/soul-creations,22,Complete,Ricotiger
United States,Connecticut,Space Cat Creations,,Space Cat Creations,http://www.furaffinity.net/user/SpaceCatCreations,34,Complete,Ricotiger
United States,Oregon,Spark Costuming,,Spark Costuming,http://www.sparkcostumes.com/,3,Broken Link,Shooter
United States,Unknown,Spark Studios,,Spark Studios,http://www.furaffinity.net/user/bladespark/,54,Complete,Ricotiger
United States,Colorado,Sparkle Kreations,,Sparkle Kreations,https://www.furaffinity.net/user/SparkleKreations,85,Complete,Ricotiger
United Kingdom,Unknown,Sparklepup Studios,,Sparklepup Studios,https://www.furaffinity.net/user/SparklepupStudios,28,Complete,Ricotiger
New Zealand,Unknown,SparkyCanDo,,SparkyCanDo,http://www.furaffinity.net/user/sparkycando/,108,Complete,Zen
United States,California,Sparkyena,,Sparkyena,http://www.sparkys-stitches.com/,3,Complete,Shooter
United States,Unknown,Speckled Blue Nose,,Speckled Blue Nose,https://speckledbluenose.weebly.com/,2,Complete,Bon
Australia,Adelaide,Speckled Studios,,Speckled Studios,https://sspeckledstudios.wixsite.com/speckledstudios,0,Complete,Shooter
United States,Unknown,Specter Suits,,Specter Suits,https://www.furaffinity.net/user/spectersuits/,12,,
Mexico,Coahuila,Spinfox,,Spinfox,https://www.furaffinity.net/user/spinfox/,14,Complete,Ricotiger
United States,Unknown,SpiritPanda Creature Cosplay and Costumes,,SpiritPanda Creature Cosplay and Costumes,https://twitter.com/SpiritPandaSuit,10,Complete,Ricotiger
United States,Connecticut,Spit and Ink Studios,,Spit and Ink Studios,https://www.furaffinity.net/user/Neptuna,4,Complete,Bon
United States,California,Splinter Fox Productions,,Splinter Fox Productions,https://www.furaffinity.net/user/splinterfoxproductions/,78,Complete,Ricotiger
United States,Unknown,SplootSuits,,SplootSuits,https://www.furaffinity.net/user/shannon/,12,Complete,Shooter
United States,New York,Spotty Productions,,Spotty Productions,https://www.furaffinity.net/user/hindpaws/,112,Complete,Ricotiger
United States,Utah,Spud Studios,,Spud Studios,https://spudstudios.net/,3,Complete,Shooter
United States,New York,Squeaky Chewtoy,,Squeaky Chewtoy,http://www.furaffinity.net/user/chewtoy/,14,Complete,Ricotiger
United States,Pennsylvania,Star Candy Creations,,Star Candy Creations,http://www.pa-furry.org/user/8311/loki-wolf,7,Broken Link,Shooter
United States,Utah,Star Fursuits,,Star Fursuits,https://www.starfursuits.com/,11,Complete,Shooter
United States,Illinois,Starparty,,Starparty,https://www.furaffinity.net/user/starparty,1,Broken Link,Shooter
United States,Nevada,Starry Kitsune,,Starry Kitsune,https://www.starrykitsune.com/,30,Complete,Bon
United Kingdom,London,Starslikeroses,,Starslikeroses,https://www.furaffinity.net/user/Starslikeroses,15,Complete,Ricotiger
United States,Kansas,Steel the Wolf,,Steel the Wolf,https://www.furaffinity.net/user/steelthewolf/,4,Complete,Bon
United States,Unknown,Stickypawz Studio,,Stickypawz Studio,http://stickypawz.timduru.org/,1,Broken Link,Shooter
United States,New York,Stitch Star Fursuits,,Stitch Star Fursuits,https://www.furaffinity.net/user/stitchstarfursuits,15,Complete,Ricotiger
United States,California,Stitchit Studios,,Stitchit Studios,https://instagram.com/stitchitstudios?utm_source=ig_profile_share&igshid=1kjcouew7voy1,5,Complete,Shooter
United States,Ohio,Stone Studios,,Stone Studios,https://www.furaffinity.net/user/stone.studios./,2,Complete,Shooter
United States,Ohio,Storm Wolf Creations,,Storm Wolf Creations,https://stormwolfcreations.weebly.com/,10,Complete,Ricotiger
Canada,Alberta,Stormy Fluff Creations,,Stormy Fluff Creations,https://aizonkwbellam.wixsite.com/stormyfluffcreations/,5,Complete,Shooter
Germany,Brandenburg,Streifenschnauzer Fursuits,,Streifenschnauzer Fursuits,https://www.streifensuits.de/,0,Broken Link,Shooter
Japan,Tokyo,Studio Citrus,,Studio Citrus,https://twitter.com/_studiocitrus?lang=en,4,Complete,Ricotiger
United States,Unknown,Studio Delights,,Studio Delights,https://studiodelights.weebly.com/,8,Complete,Zen
United States,Unknown,Studio Neko,,Studio Neko,https://www.deviantart.com/studioneko,4,Complete,Bon
United States,Colorado,Studio Pinali,,Studio Pinali,http://www.furaffinity.net/user/pinali/,6,Complete,Zen
United States,Unknown,Stuffed Panda Studios,,Stuffed Panda Studios,http://stuffedpandastudios.com/,46,Complete,Ricotiger
Norway,Unknown,SueCreations,,SueCreations,https://www.deviantart.com/suecreations,21,Complete,Zen
United States,Florida,Sugar Critter Studios,,Sugar Critter Studios,http://sugarcrittersstudios.webs.com/,9,Complete,Zen
United States,California,SugarNSpiceCostumes,,SugarNSpiceCostumes,https://www.instagram.com/sugarnspicecostumes/,46,Complete,Ricotiger
Finland,Unknown,Sugarrush Creations,,Sugarrush Creations,http://www.furaffinity.net/user/sugarrushcreations/,15,Complete,Zen
United States,Maryland,Suit-a-dile,,Suit-a-dile,http://www.furaffinity.net/user/suit-a-dile,98,Complete,Ricotiger & Bon
United States,Unknown,Suits by Shark,,Suits by Shark,https://www.furaffinity.net/user/TwerkOnThatShark,27,Complete,Ricotiger
United States,Oregon,Sun & Moon Creations,,Sun & Moon Creations,http://sm-creations.wixsite.com/sun-moon-creations/tosprice,1,Complete,Bon
United States,Florida,Sunny Valley Creations,,Sunny Valley Creations,https://twitter.com/SunnyValleyC?s=09,93,Complete,Ricotiger & Bon
United States,Florida,Surf Cat Costumes,,Surf Cat Costumes,http://www.furaffinity.net/user/sophiecabra/,66,Complete,Ricotiger & Bon
United States,New York,Sushi Suits,,Sushi Suits,http://www.furaffinity.net/user/sushi.suits/,13,Complete,Ricotiger
United States,Minnesota,Sushimon Suits,,Sushimon Suits,https://www.furaffinity.net/user/sushinomsuits/,18,Complete,Ricotiger
United States,Minnesota,Sushinom Suits,,Sushinom Suits,https://www.furaffinity.net/user/jacek/,26,Complete,Ricotiger
Russia,Moscow,Suzamuri Creations,,Suzamuri Creations,http://www.furaffinity.net/user/suzamuricreations/,23,Complete,Ricotiger
Canada,Saint Catharines,Sweentastic Productions,,Sweentastic Productions,https://sweentasticproductions.weebly.com/,11,Complete,Zen
United States,Oregon,Sweet and Salty Suits,,Sweet and Salty Suits,https://www.instagram.com/sassy.suits/,0,Complete,Shooter
Netherlands,Unknown,SweetSushi,,SweetSushi,https://www.furaffinity.net/user/SweetSushi,1,Complete,Shooter
Canada,Unknown,Sylfur,,Sylfur,https://www.furaffinity.net/gallery/sylfur/,19,Complete,Ricotiger
United States,Chicago,Synthwolf,,Synthwolf,https://www.furaffinity.net/user/synthwolf/,7,Complete,Zen
Ukraine,Odessa,Tabulambestias,,Tabulambestias,https://www.furaffinity.net/user/tabulambestias/,11,Complete,Shooter
Russia,Unknown,Taffka,,Taffka,https://www.furaffinity.net/user/taffka,19,Complete,Ricotiger
United States,Unknown,Tailin,,Tailin,http://www.furaffinity.net/user/tailin,4,Broken Link,Bon
Russia,Unknown,Tails Time,,Tails Time,https://www.furaffinity.net/user/kuramakun/,29,Complete,Ricotiger
United States,California,Takumori,,Takumori,https://www.furaffinity.net/user/takumori/,32,Complete,Zen
Canada,Unknown,Talarus,,Talarus,http://www.furaffinity.net/user/Talarus/,9,Complete,Shooter
Germany,Unknown,Tanidareal,,Tanidareal,http://www.tanidareal.com/index.htm,3,Complete,Bon
France,Unknown,Tapapat Creations,,Tapapat Creations,http://tapapatcreations.com,7,Complete,Bon
United States,California,Taybee Fursuits,,Taybee Fursuits,http://www.furaffinity.net/user/taybee,9,Complete,Shooter
United States,Massachusetts,Technicolour Costumes,,Technicolour Costumes,https://technicolourcostumes.weebly.com/,17,Complete,Ricotiger
Norway,Unknown,Templa Creations,,Templa Creations,http://www.templacreations.com/,25,Complete,Ricotiger
Netherlands,Amsterdam,Tesyra Creations,,Tesyra Creations,https://fire-feather.wixsite.com/tesyracreations,1,Complete,Shooter
United States,Michigan,That's Furred Up,,That's Furred Up,https://www.thatsfurredup.com/,126,Complete,Shooter
United Kingdom,Wales,The Corrupted Furries,,The Corrupted Furries,https://www.furaffinity.net/user/thecorruptedfurries,4,Complete,Zen
United States,Florida,The Critter Factory,,The Critter Factory,https://twitter.com/CritterFactory,14,Complete,Shooter
United States,Alabama,The Curry Mouse,,The Curry Mouse,http://www.furaffinity.net/user/thecurrymouse,3,Complete,Zen
United States,Unknown,The Frozen Phoenix,,The Frozen Phoenix,https://thefrozenphoenix.weebly.com/,22,Complete,Zen
United States,Arizona,The Fur Collective,,The Fur Collective,https://www.thefurcollective.com/,45,Complete,Zen
United States,Cascadia,The Fuzz Factory,,The Fuzz Factory,https://www.thefuzzfactory.com/,67,Complete,Zen
Denmark,Unknown,The Karelia Fursuits,,The Karelia Fursuits,https://www.furaffinity.net/user/TheKareliaFursuits,68,Complete,Zen
Australia,Queensland,The Menagerie Costumes,,The Menagerie Costumes,https://www.themenageriecostumes.com/,14,Complete,Zen
United States,Unknown,The Other Side of Us,,The Other Side of Us,https://www.facebook.com/The-other-side-of-us-1992356991010637/,0,Broken Link,Bon
United States,Minnesota,The Phoenix Nest,,The Phoenix Nest,http://the-phoenix-nest.com/,18,Complete,Shooter
United States,Minnesota,The Sable Kitty,,The Sable Kitty,http://phoenixwolfsuits.com/,4,Broken Link,Shooter
United States,Vienna,The Woodland Tailor,,The Woodland Tailor,"https://thewoodlandtailor.com/character-designs/
",9,Complete,Shooter
United States,Michigan,Thirteen Diamonds,,Thirteen Diamonds,https://www.furaffinity.net/user/demonnyoko/,4,Complete ,Shooter
United States,Oregon,Thrash,,Thrash,https://www.furaffinity.net/user/Thrash,5,Complete,Shooter
United States,Arizona,Thunderhowl Studios,,Thunderhowl Studios,https://thunderhowlstudios.weebly.com/,5,Complete,Shooter
United States,Arizona,Thursday2U,,Thursday2U,https://www.furaffinity.net/user/thursday2u/,2,Complete ,Shooter
Canada,Ontario,Ticklish Tentacle Studio,,Ticklish Tentacle Studio,https://www.facebook.com/TicklishTentacle/,10,Complete,Shooter
Austria,Graz,Tiggcreations,,Tiggcreations,https://www.tiggcreations.com/,8,Complete,Shooter
New Zealand,Unknown,Tiggy Workz,,Tiggy Workz,http://tiggyworkz.floof.org/,35,Complete,Zen
United States,Unknown,Tiny1Badger,,Tiny1Badger,https://www.furaffinity.net/user/tiny1badger,7,Complete,Bon
Germany,Unknown,Tioh,,Tioh,https://www.deviantart.com/tioh/,7,Complete,Zen
United States,Texas,Toffeee,,Toffeee,http://www.furaffinity.net/user/toffeee/,14,Complete,Zen
United States,Unknown,Tokai Suiting,,Tokai Suiting,http://tokaisuiting.com/,11,Complete,Shooter
United States,California,Tokyo Rampage Suits,,Tokyo Rampage Suits,https://twitter.com/varian_king,1,Complete,Shooter
United States,Texas,Toxic Fursuits,,Toxic Fursuits,http://toxicfursuits.wixsite.com/toxic-fursuits,0,Broken Link,Shooter
United States,Unknown,Tribal Works,,Tribal Works,https://www.furaffinity.net/user/tribalworks/,10,Complete ,Shooter
United States,Unknown,Tsebresos,,Tsebresos,https://www.tsebresos.com/index.html,44,Complete ,Ricotiger
United States,Washington,TunnySaysIDK,,TunnySaysIDK,http://tunnysaysidk.com/,82,Complete,Ricotiger
Netherlands,unknown,TV_Thari,,TV_Thari,https://www.furaffinity.net/user/TVThari,7,Complete,Shooter
Canada,Ontario,Twilight Knights Cosplay,,Twilight Knights Cosplay,https://www.twilightknightscosplay.ca/,48,Complete,Ricotiger
United States,New Mexico,Twinky Arts,,Twinky Arts,http://www.twinkyarts.net/,104,Complete,Bon
Australia,Unknown,Two Faced Creations,,Two Faced Creations,https://www.deviantart.com/twofacedcreations,30,Complete,Sydney
United States,West Virginia,Two Tails Enterprises,,Two Tails Enterprises,https://www.twotailsenterprises.com/,14,Complete,Shooter
Canada,Unknown,Two Wet Noses,,Two Wet Noses,http://www.furaffinity.net/user/twowetnoses/,5,Complete,Shooter
United States,Ohio,Uchihafox,,Uchihafox,https://www.furaffinity.net/user/uchihafox/,24,Complete,Bon
United States,Chicago,Ugly Puppy,,Ugly Puppy,https://www.furaffinity.net/user/uglypuppy/,7,Complete,Bon
Russia,Moscow,Ugolek Fursuit Studio,,Ugolek Fursuit Studio,https://www.furaffinity.net/user/UshGalesh,7,Complete,Bon
United States,Unknown,Unmerited,,Unmerited,https://www.deviantart.com/facecreep/,6,,
United States,New York,Untamed Fur,,Untamed Fur,http://www.furaffinity.net/user/chival,14,Complete,Shooter
Brazil,Unknown,Uren Husky,,Uren Husky,https://www.furaffinity.net/user/urenhusky/,4,Complete,Bon
United States,Unknown,Valdyr,,Valdyr,http://www.furaffinity.net/user/valdyr/,6,Complete,Bon
Canada,Unknown,Valrus the Tiger Costumes,,Valrus the Tiger Costumes,https://www.furaffinity.net/user/valrusthetiger/,10,,
United States,California,Vegasyote,,Vegasyote,https://vegasyote.weebly.com/,4,Complete,Shooter
Netherlands,Unknown,Velkss,,Velkss,https://www.furaffinity.net/user/velkss,1,Complete,Bon
United States,Unknown,Velveteen Soldier,,Velveteen Soldier,https://www.furaffinity.net/user/Velveteen-Soldier,20,Complete,Ricotiger
United States,Unknown,Vexed Creations,,Vexed Creations,https://vexedcreations.com,1,Complete,Ricotiger
New Zealand,Unknown,Vixens Creations,,Vixens Creations,https://twitter.com/Maria_Valentic,2,Complete,Shooter
United Kingdom,Dorset,Voxal Visions Fursuits,,Voxal Visions Fursuits,https://twitter.com/voxalvisions,1,Complete,Shooter
United States,Colorado,Waggery Costumes,,Waggery Costumes,https://twitter.com/WaggeryCos,3,Complete,Shooter
United States,New Jersey,Wanderlust Suits,,Wanderlust Suits,https://www.wanderlustsuits.com/,6,Complete,Bon
United States,Georgia,Water Dog Wharf,,Water Dog Wharf,https://www.furaffinity.net/user/WaterDogWharf,16,Complete,Bon
Netherlands,Unknown,We Might Bite,,We Might Bite,https://twitter.com/wemightbite?lang=en,22,Complete,Bon
United States,Virginia,Wearcat Creations,,Wearcat Creations,https://www.inst4gram.com/u/wearcatcreations,1,Complete,Ricotiger
Estonia,Unknown,Weasel Crafts,,Weasel Crafts,http://www.furaffinity.net/user/flacko/,3,Complete,Bon
United States,Oregon,Weasels on Easels,,Weasels on Easels,https://www.weaselsoneasels.com/,6,Complete,Shooter
United States,Maryland,West Wind Howling,,West Wind Howling,https://www.furaffinity.net/user/westwindhowling,9,Complete,Bon
United States,Minnesota,Whaleosaur Suits,,Whaleosaur Suits,https://www.furaffinity.net/user/whaleosaursuits,8,Complete,Bon
United States,Carolina,What The Fluff,,What The Fluff,https://www.furaffinity.net/user/nylagera,7,Complete,Bon
United States,California,What's Up Hot Dog,,What's Up Hot Dog,https://www.wuhdfursuits.com/,11,Complete,Bon
United States,Unknown,White Wolf Creations (Blisk),,White Wolf Creations,http://whitewolf.denofwolves.com/,71,Complete,Bon
United States,Minneapolis,Why I Otter,,Why I Otter,https://www.furaffinity.net/user/whyiotter,15,Complete,Zen
Canada,Manitoba,Wild Fuzz Studios,,Wild Fuzz Studios,https://www.furaffinity.net/user/wild-fuzz-studios,21,Complete,Bon
United States,California,Wildlife,,Wildlife,http://wild---life.com/about-ba/,12,Complete,Bon
Germany,Brandenburg,Wildspotworks,,Wildspotworks,https://wildspotworks.com/gallery,10,Complete,Bon
United States,Unknown,Wildvskings,,Wildvskings,https://www.wildvskings.com/,41,Complete,Bon
United States,Florida,Wildwolf,,Wildwolf,http://www.furaffinity.net/user/wildwolf/,21,Complete,Bon
Netherlands,Unknown,Willow Creative,,Willow Creative,http://willow-creative.nl/,1,Complete,Shooter
United States,Minnesota,Windy Fursuits,,Windy Fursuits,http://www.furaffinity.net/user/windyfursuits,3,Complete,Shooter
Ukraine,Unknown,Winfox,,Winfox,https://www.furaffinity.net/user/winfox/,4,No Names,Bon
United States,Unknown,Wingwolf Creations,,Wingwolf Creations,https://www.furaffinity.net/user/wingwolf-creations,11,Complete,Bon
Czech Republic,Unknown,WMW66 Costumes,,WMW66 Costumes,http://wmw66-costumes.com/,22,Complete,Bon
United States,California,Wolfskin Suiting,,Wolfskin Suiting,https://www.wolfskinsuiting.com/,17,Complete,Bon
United States,Unknown,Wolfwood72,,Wolfwood72,https://www.furaffinity.net/user/wolfwood72/,7,Complete,Bon
Sweden,Unknown,Woltirr,,Woltirr,http://www.furaffinity.net/user/Woltirr,5,Complete,Bon
United States,Utah,Woozles-Wonders,,Woozles-Wonders,http://www.furaffinity.net/user/woozles-wonders/,0,Broken Link,Bon
Mexico,Unknown,WorldConColor,,WorldConColor,https://www.furaffinity.net/user/worldconcolor/,17,Complete,Bon
Hungary,Budapest,Wuffy Wolf Workshop,,Wuffy Wolf Workshop,https://www.facebook.com/WuffyWolfWorkshop/,2,Complete,Ricotiger
United States,Texas,Xaria Wolf,,Xaria Wolf,http://www.furaffinity.net/user/XariaWolf/,6,Complete,Bon
United States,Illinois,XeyedCreations,,XeyedCreations,https://xeyedcreations.wixsite.com/xeyedcreations,0,,
Mexico,Unknown,Xianniecho,,Xianniecho,https://www.furaffinity.net/user/xianniecho/,8,Complete,Ricotiger
Canada,Fergus,Ya Boy Luke Fursuits,,Ya Boy Luke Fursuits,http://yaboylukesuits.com/index.html,49,Complete,Bon
United States,New York,Yette Helin Studio,,Yette Helin Studio,http://www.yvettehelinstudio.com/,1,No Names,Bon
Japan,Yokohama,Yoshinomi,,Yoshinomi,http://www.furaffinity.net/user/yoshinomi,5,No Names,Bon
United States,Washington,Yu Puffin,,Yu Puffin,https://www.furaffinity.net/user/yupuffin/,9,Complete,Bon
Japan,Unknown,Z Cube Fursuit Studio,,Z Cube Fursuit Studio,https://www.z-cube-fursuit.com/,21,Complete,Ricotiger
United States,Illinois,Zagone Studios,,Zagone Studios,https://www.zagonestudios.com/,0,No Names,Bon
New Zealand,Unknown,Zarathus,,Zarathus,http://www.furaffinity.net/user/zarathus/,31,Complete,Ricotiger
United States,New York,Zee-The-Dingo,,Zee-The-Dingo,http://www.furaffinity.net/user/Zee-The-Dingo,3,Complete,Bon
United States,Chicago,ZombieHorse,,ZombieHorse,https://www.furaffinity.net/user/ZombieHorse,1,Complete,Bon
Netherlands,Unknown,ZooAbsurd,,ZooAbsurd,https://zooabsurd.com/,19,Complete,Bon
Germany,Unknown,Zrcalo,,Zrcalo,https://www.furaffinity.net/user/zrcalo/,23,Complete,Ricotiger
Germany,Unknown,Zuri Studios,,Zuri Studios,http://www.furaffinity.net/user/zuristudios/,15,Complete,Bon
United Kingdom,Unknown,Zurya Creations,,Zurya Creations,http://www.furaffinity.net/user/zuryacreations/,1,Broken Link,Bon
Hungary,Unknown,Zuzufur,,Zuzufur,https://www.deviantart.com/zuzufur,3,Complete,Bon
